VarIntenCh3,DiffIntenDensityCh4,0.43
TotalIntenCh2,DiffIntenDensityCh1,0.43
EqEllipseOblateVolCh1,ConvexHullAreaRatioCh1,0.43
IntenCoocASMCh3,FiberWidthCh1,0.43
WidthCh1,FiberLengthCh1,0.43
ShapeLWRCh1,ConvexHullAreaRatioCh1,0.43
IntenCoocEntropyCh3,AvgIntenCh3,0.43
VarIntenCh1,TotalIntenCh3,0.43
TotalIntenCh4,EqCircDiamCh1,0.42
DiffIntenDensityCh4,AvgIntenCh3,0.42
AvgIntenCh3,AvgIntenCh1,0.42
TotalIntenCh4,AreaCh1,0.42
IntenCoocASMCh3,AvgIntenCh2,0.42
TotalIntenCh1,DiffIntenDensityCh4,0.42
EntropyIntenCh1,AvgIntenCh4,0.42
SpotFiberCountCh3,FiberLengthCh1,0.42
TotalIntenCh1,EntropyIntenCh4,0.42
TotalIntenCh4,EqSphereAreaCh1,0.42
TotalIntenCh4,EqSphereVolCh1,0.42
VarIntenCh4,VarIntenCh1,0.42
DiffIntenDensityCh1,ConvexHullPerimRatioCh1,0.42
VarIntenCh1,AvgIntenCh4,0.42
VarIntenCh4,VarIntenCh3,0.41
TotalIntenCh3,DiffIntenDensityCh4,0.41
TotalIntenCh3,IntenCoocEntropyCh3,0.41
IntenCoocEntropyCh3,ConvexHullAreaRatioCh1,0.41
VarIntenCh4,IntenCoocEntropyCh4,0.41
TotalIntenCh1,EqCircDiamCh1,0.41
TotalIntenCh1,EqSphereVolCh1,0.41
TotalIntenCh1,EqSphereAreaCh1,0.41
TotalIntenCh3,DiffIntenDensityCh1,0.41
TotalIntenCh1,AreaCh1,0.41
EntropyIntenCh1,DiffIntenDensityCh4,0.41
VarIntenCh1,DiffIntenDensityCh4,0.41
VarIntenCh1,ConvexHullPerimRatioCh1,0.41
DiffIntenDensityCh1,AvgIntenCh4,0.4
IntenCoocEntropyCh3,DiffIntenDensityCh3,0.4
VarIntenCh4,DiffIntenDensityCh1,0.4
SpotFiberCountCh3,EqEllipseProlateVolCh1,0.4
VarIntenCh3,AvgIntenCh4,0.4
VarIntenCh4,TotalIntenCh3,0.4
DiffIntenDensityCh4,DiffIntenDensityCh1,0.4
FiberWidthCh1,EntropyIntenCh4,0.4
SpotFiberCountCh4,SpotFiberCountCh3,0.4
AvgIntenCh4,AvgIntenCh3,0.39
DiffIntenDensityCh3,AvgIntenCh1,0.39
WidthCh1,LengthCh1,0.39
VarIntenCh4,AvgIntenCh3,0.39
FiberWidthCh1,AvgIntenCh4,0.39
ShapeLWRCh1,PerimCh1,0.39
VarIntenCh1,TotalIntenCh4,0.38
EntropyIntenCh1,AvgIntenCh3,0.38
TotalIntenCh2,EqSphereVolCh1,0.38
SkewIntenCh1,PerimCh1,0.38
TotalIntenCh2,EqSphereAreaCh1,0.38
TotalIntenCh3,AvgIntenCh4,0.38
VarIntenCh1,FiberWidthCh1,0.38
TotalIntenCh4,AvgIntenCh1,0.38
SpotFiberCountCh4,ConvexHullAreaRatioCh1,0.38
TotalIntenCh2,AreaCh1,0.38
TotalIntenCh2,EqCircDiamCh1,0.38
IntenCoocContrastCh3,ConvexHullAreaRatioCh1,0.38
WidthCh1,TotalIntenCh2,0.38
TotalIntenCh3,EntropyIntenCh4,0.37
EntropyIntenCh4,EntropyIntenCh1,0.37
WidthCh1,FiberWidthCh1,0.37
ShapeP2ACh1,IntenCoocEntropyCh3,0.37
EqEllipseOblateVolCh1,EqEllipseLWRCh1,0.37
DiffIntenDensityCh4,DiffIntenDensityCh3,0.37
ShapeBFRCh1,AvgIntenCh1,0.37
FiberWidthCh1,DiffIntenDensityCh4,0.37
VarIntenCh4,FiberWidthCh1,0.37
EntropyIntenCh1,DiffIntenDensityCh3,0.36
ShapeP2ACh1,IntenCoocContrastCh3,0.36
ShapeLWRCh1,EqEllipseOblateVolCh1,0.36
TotalIntenCh3,EqCircDiamCh1,0.35
TotalIntenCh3,AvgIntenCh1,0.35
EntropyIntenCh1,ConvexHullPerimRatioCh1,0.35
EntropyIntenCh3,ConvexHullAreaRatioCh1,0.35
VarIntenCh3,TotalIntenCh4,0.35
TotalIntenCh3,EqSphereVolCh1,0.35
TotalIntenCh3,EqSphereAreaCh1,0.35
TotalIntenCh3,AreaCh1,0.35
EntropyIntenCh4,AvgIntenCh1,0.34
ShapeP2ACh1,EqSphereAreaCh1,0.34
WidthCh1,TotalIntenCh1,0.34
ShapeP2ACh1,EqSphereVolCh1,0.34
ShapeP2ACh1,KurtIntenCh1,0.34
ShapeP2ACh1,AreaCh1,0.34
ShapeP2ACh1,EqCircDiamCh1,0.34
TotalIntenCh3,EqEllipseOblateVolCh1,0.33
TotalIntenCh4,DiffIntenDensityCh1,0.33
DiffIntenDensityCh3,AvgIntenCh4,0.33
TotalIntenCh1,AvgIntenCh3,0.33
TotalIntenCh3,PerimCh1,0.33
WidthCh1,TotalIntenCh3,0.33
TotalIntenCh3,EqEllipseProlateVolCh1,0.33
VarIntenCh4,DiffIntenDensityCh3,0.33
KurtIntenCh1,ConvexHullAreaRatioCh1,0.33
FiberWidthCh1,DiffIntenDensityCh1,0.33
TotalIntenCh2,ShapeBFRCh1,0.32
VarIntenCh1,EntropyIntenCh4,0.32
EqEllipseProlateVolCh1,EntropyIntenCh4,0.32
TotalIntenCh4,AvgIntenCh3,0.32
SkewIntenCh4,ShapeP2ACh1,0.32
VarIntenCh3,EntropyIntenCh4,0.31
TotalIntenCh1,EqEllipseOblateVolCh1,0.31
KurtIntenCh1,FiberLengthCh1,0.31
SkewIntenCh1,LengthCh1,0.31
WidthCh1,SpotFiberCountCh3,0.31
ShapeBFRCh1,IntenCoocMaxCh3,0.31
ShapeBFRCh1,IntenCoocASMCh3,0.31
TotalIntenCh1,DiffIntenDensityCh3,0.3
FiberWidthCh1,EqSphereVolCh1,0.3
FiberWidthCh1,EqSphereAreaCh1,0.3
FiberWidthCh1,EqCircDiamCh1,0.3
FiberWidthCh1,AreaCh1,0.3
SkewIntenCh4,ConvexHullAreaRatioCh1,0.3
EqSphereVolCh1,ConvexHullAreaRatioCh1,0.29
EqSphereAreaCh1,ConvexHullAreaRatioCh1,0.29
VarIntenCh1,ShapeBFRCh1,0.29
ConvexHullAreaRatioCh1,AreaCh1,0.29
ShapeP2ACh1,EntropyIntenCh3,0.29
IntenCoocContrastCh4,DiffIntenDensityCh4,0.29
EntropyIntenCh4,DiffIntenDensityCh1,0.29
TotalIntenCh4,EqEllipseOblateVolCh1,0.29
IntenCoocEntropyCh4,FiberWidthCh1,0.29
TotalIntenCh2,IntenCoocEntropyCh4,0.29
ShapeBFRCh1,DiffIntenDensityCh1,0.29
EqCircDiamCh1,ConvexHullAreaRatioCh1,0.29
SpotFiberCountCh4,SkewIntenCh4,0.29
EntropyIntenCh4,AvgIntenCh3,0.29
IntenCoocEntropyCh4,AvgIntenCh2,0.28
NeighborMinDistCh1,EqSphereVolCh1,0.28
IntenCoocEntropyCh3,FiberLengthCh1,0.28
PerimCh1,NeighborMinDistCh1,0.28
NeighborMinDistCh1,EqSphereAreaCh1,0.28
NeighborMinDistCh1,EqCircDiamCh1,0.28
NeighborMinDistCh1,AreaCh1,0.28
SkewIntenCh4,FiberLengthCh1,0.28
ShapeP2ACh1,IntenCoocMaxCh4,0.27
SkewIntenCh1,EqEllipseLWRCh1,0.27
SpotFiberCountCh3,ShapeP2ACh1,0.27
TotalIntenCh3,LengthCh1,0.27
TotalIntenCh3,FiberLengthCh1,0.27
NeighborMinDistCh1,EqEllipseOblateVolCh1,0.27
PerimCh1,KurtIntenCh1,0.27
IntenCoocASMCh3,ConvexHullPerimRatioCh1,0.27
ConvexHullPerimRatioCh1,AvgIntenCh4,0.26
EntropyIntenCh3,DiffIntenDensityCh4,0.26
TotalIntenCh4,DiffIntenDensityCh3,0.26
KurtIntenCh4,ConvexHullAreaRatioCh1,0.26
EqEllipseProlateVolCh1,EntropyIntenCh1,0.26
KurtIntenCh3,KurtIntenCh1,0.26
SpotFiberCountCh4,KurtIntenCh4,0.26
ShapeP2ACh1,KurtIntenCh4,0.26
TotalIntenCh1,ConvexHullPerimRatioCh1,0.26
WidthCh1,EntropyIntenCh4,0.25
SkewIntenCh4,LengthCh1,0.25
TotalIntenCh1,IntenCoocMaxCh3,0.25
NeighborMinDistCh1,EqEllipseProlateVolCh1,0.25
TotalIntenCh3,IntenCoocEntropyCh4,0.25
TotalIntenCh4,EntropyIntenCh3,0.25
SkewIntenCh4,EqEllipseLWRCh1,0.25
IntenCoocContrastCh3,FiberLengthCh1,0.25
TotalIntenCh1,IntenCoocEntropyCh4,0.25
KurtIntenCh1,DiffIntenDensityCh3,0.25
ShapeP2ACh1,IntenCoocASMCh4,0.25
IntenCoocMaxCh4,ConvexHullAreaRatioCh1,0.25
WidthCh1,ConvexHullAreaRatioCh1,0.25
IntenCoocContrastCh4,AvgIntenCh4,0.24
VarIntenCh4,EntropyIntenCh3,0.24
IntenCoocASMCh4,ConvexHullAreaRatioCh1,0.24
FiberLengthCh1,EntropyIntenCh3,0.24
IntenCoocMaxCh3,ConvexHullPerimRatioCh1,0.24
NeighborMinDistCh1,FiberLengthCh1,0.24
TotalIntenCh1,IntenCoocASMCh3,0.24
ShapeBFRCh1,AvgIntenCh4,0.24
EntropyIntenCh4,DiffIntenDensityCh3,0.24
ShapeBFRCh1,EntropyIntenCh1,0.24
EntropyIntenCh3,AvgIntenCh4,0.24
TotalIntenCh2,ConvexHullPerimRatioCh1,0.24
SkewIntenCh4,PerimCh1,0.23
NeighborMinDistCh1,LengthCh1,0.23
TotalIntenCh1,ShapeBFRCh1,0.23
SkewIntenCh4,ShapeLWRCh1,0.23
EntropyIntenCh4,EntropyIntenCh3,0.23
SkewIntenCh1,KurtIntenCh3,0.23
IntenCoocMaxCh4,EqEllipseLWRCh1,0.23
EqSphereAreaCh1,EntropyIntenCh4,0.23
IntenCoocMaxCh4,FiberLengthCh1,0.23
PerimCh1,IntenCoocEntropyCh3,0.23
EntropyIntenCh4,AreaCh1,0.23
DiffIntenDensityCh4,ConvexHullPerimRatioCh1,0.23
VarIntenCh3,KurtIntenCh1,0.23
IntenCoocEntropyCh4,AvgIntenCh3,0.23
IntenCoocMaxCh3,EqEllipseProlateVolCh1,0.23
EqSphereVolCh1,EntropyIntenCh4,0.23
EqCircDiamCh1,EntropyIntenCh4,0.23
SkewIntenCh3,KurtIntenCh1,0.23
ShapeBFRCh1,DiffIntenDensityCh4,0.22
PerimCh1,EntropyIntenCh3,0.22
TotalIntenCh2,EqEllipseOblateVolCh1,0.22
SkewIntenCh1,ShapeLWRCh1,0.22
SkewIntenCh1,EqEllipseOblateVolCh1,0.22
IntenCoocMaxCh3,EntropyIntenCh1,0.22
VarIntenCh3,IntenCoocEntropyCh4,0.22
IntenCoocContrastCh4,IntenCoocContrastCh3,0.22
IntenCoocASMCh3,AvgIntenCh1,0.22
IntenCoocASMCh4,EqEllipseLWRCh1,0.22
SpotFiberCountCh4,IntenCoocMaxCh4,0.22
SpotFiberCountCh4,IntenCoocASMCh4,0.22
TotalIntenCh3,ConvexHullAreaRatioCh1,0.22
SkewIntenCh1,DiffIntenDensityCh3,0.22
TotalIntenCh3,KurtIntenCh1,0.22
SpotFiberCountCh4,EqEllipseLWRCh1,0.22
SkewIntenCh3,SkewIntenCh1,0.22
SpotFiberCountCh3,ConvexHullAreaRatioCh1,0.22
KurtIntenCh4,FiberLengthCh1,0.22
IntenCoocASMCh3,EntropyIntenCh1,0.22
IntenCoocContrastCh3,DiffIntenDensityCh3,0.22
IntenCoocEntropyCh4,AvgIntenCh1,0.21
TotalIntenCh2,SkewIntenCh3,0.21
EntropyIntenCh1,AreaCh1,0.21
VarIntenCh4,EqEllipseProlateVolCh1,0.21
VarIntenCh1,IntenCoocASMCh3,0.21
IntenCoocASMCh4,FiberLengthCh1,0.21
EqSphereVolCh1,EntropyIntenCh1,0.21
SpotFiberCountCh4,SkewIntenCh1,0.21
ShapeLWRCh1,IntenCoocMaxCh4,0.21
EqCircDiamCh1,EntropyIntenCh1,0.21
IntenCoocContrastCh3,EqEllipseLWRCh1,0.21
LengthCh1,IntenCoocMaxCh4,0.21
KurtIntenCh4,EqEllipseLWRCh1,0.21
IntenCoocMaxCh3,AvgIntenCh1,0.21
EqSphereAreaCh1,EntropyIntenCh1,0.21
WidthCh1,NeighborMinDistCh1,0.21
IntenCoocEntropyCh4,EntropyIntenCh1,0.2
IntenCoocEntropyCh4,DiffIntenDensityCh3,0.2
VarIntenCh4,ConvexHullPerimRatioCh1,0.2
VarIntenCh3,SkewIntenCh1,0.2
VarIntenCh1,IntenCoocMaxCh3,0.2
IntenCoocEntropyCh4,EntropyIntenCh3,0.2
SpotFiberCountCh3,ShapeLWRCh1,0.2
ShapeLWRCh1,IntenCoocASMCh4,0.2
IntenCoocContrastCh3,AvgIntenCh3,0.2
TotalIntenCh3,TotalIntenCh2,0.2
TotalIntenCh3,SkewIntenCh1,0.2
ShapeBFRCh1,EntropyIntenCh4,0.2
ShapeBFRCh1,IntenCoocEntropyCh4,0.2
WidthCh1,VarIntenCh4,0.2
IntenCoocEntropyCh3,EqEllipseLWRCh1,0.19
PerimCh1,IntenCoocMaxCh4,0.19
NeighborMinDistCh1,NeighborAvgDistCh1,0.19
SpotFiberCountCh4,ShapeLWRCh1,0.19
LengthCh1,KurtIntenCh4,0.19
LengthCh1,KurtIntenCh1,0.19
ShapeLWRCh1,KurtIntenCh4,0.19
VarIntenCh3,AvgIntenCh2,0.19
LengthCh1,IntenCoocASMCh4,0.19
TotalIntenCh4,IntenCoocContrastCh4,0.19
VarIntenCh1,IntenCoocEntropyCh4,0.19
SpotFiberCountCh4,SkewIntenCh3,0.19
IntenCoocEntropyCh4,EqEllipseProlateVolCh1,0.18
SpotFiberCountCh4,NeighborMinDistCh1,0.18
PerimCh1,KurtIntenCh4,0.18
LengthCh1,IntenCoocEntropyCh3,0.18
IntenCoocASMCh3,EqEllipseProlateVolCh1,0.18
EqEllipseProlateVolCh1,AvgIntenCh4,0.18
VarIntenCh1,SkewIntenCh3,0.18
SpotFiberCountCh3,NeighborMinDistCh1,0.18
IntenCoocEntropyCh4,IntenCoocEntropyCh3,0.18
IntenCoocEntropyCh4,DiffIntenDensityCh1,0.18
VarIntenCh4,ShapeBFRCh1,0.18
SpotFiberCountCh3,EqEllipseLWRCh1,0.18
KurtIntenCh1,EntropyIntenCh3,0.18
SpotFiberCountCh4,KurtIntenCh3,0.18
TotalIntenCh1,SpotFiberCountCh3,0.18
IntenCoocEntropyCh3,IntenCoocContrastCh4,0.18
PerimCh1,IntenCoocContrastCh3,0.17
FiberAlign2Ch4,FiberAlign2Ch3,0.17
KurtIntenCh1,AvgIntenCh3,0.17
SkewIntenCh3,AvgIntenCh2,0.17
NeighborMinDistCh1,KurtIntenCh1,0.17
IntenCoocASMCh3,DiffIntenDensityCh1,0.17
LengthCh1,EntropyIntenCh3,0.17
PerimCh1,IntenCoocASMCh4,0.17
EqEllipseProlateVolCh1,DiffIntenDensityCh4,0.17
IntenCoocASMCh4,IntenCoocASMCh3,0.17
TotalIntenCh3,ShapeP2ACh1,0.17
WidthCh1,DiffIntenDensityCh4,0.17
SkewIntenCh4,SkewIntenCh1,0.17
TotalIntenCh2,KurtIntenCh3,0.17
VarIntenCh3,TotalIntenCh2,0.17
KurtIntenCh3,EqCircDiamCh1,0.16
TotalIntenCh1,SkewIntenCh3,0.16
TotalIntenCh3,NeighborMinDistCh1,0.16
ShapeP2ACh1,NeighborMinDistCh1,0.16
SkewIntenCh3,FiberWidthCh1,0.16
SkewIntenCh3,EntropyIntenCh1,0.16
IntenCoocMaxCh4,IntenCoocASMCh3,0.16
KurtIntenCh3,AreaCh1,0.16
SkewIntenCh1,IntenCoocMaxCh4,0.16
ShapeBFRCh1,IntenCoocContrastCh4,0.16
SkewIntenCh3,EqEllipseProlateVolCh1,0.16
IntenCoocMaxCh3,DiffIntenDensityCh1,0.16
EntropyIntenCh4,ConvexHullPerimRatioCh1,0.16
KurtIntenCh3,EqEllipseProlateVolCh1,0.16
KurtIntenCh3,EqSphereAreaCh1,0.16
KurtIntenCh3,EqSphereVolCh1,0.16
WidthCh1,AvgIntenCh4,0.16
ShapeLWRCh1,IntenCoocContrastCh3,0.16
TotalIntenCh4,SpotFiberCountCh3,0.15
NeighborMinDistCh1,ConvexHullAreaRatioCh1,0.15
KurtIntenCh1,IntenCoocEntropyCh3,0.15
EqEllipseProlateVolCh1,AvgIntenCh2,0.15
TotalIntenCh3,IntenCoocContrastCh3,0.15
SkewIntenCh3,IntenCoocASMCh4,0.15
IntenCoocMaxCh3,IntenCoocASMCh4,0.15
IntenCoocMaxCh3,EqSphereVolCh1,0.15
IntenCoocMaxCh3,EqSphereAreaCh1,0.15
IntenCoocMaxCh3,EqCircDiamCh1,0.15
IntenCoocMaxCh3,AreaCh1,0.15
TotalIntenCh4,PerimCh1,0.15
SkewIntenCh1,NeighborMinDistCh1,0.15
WidthCh1,EntropyIntenCh1,0.15
WidthCh1,ShapeP2ACh1,0.15
SkewIntenCh1,IntenCoocASMCh4,0.14
SkewIntenCh1,EntropyIntenCh3,0.14
SkewIntenCh1,EqSphereVolCh1,0.14
SkewIntenCh1,EqSphereAreaCh1,0.14
SkewIntenCh1,EqCircDiamCh1,0.14
VarIntenCh1,KurtIntenCh3,0.14
SkewIntenCh1,AreaCh1,0.14
TotalIntenCh1,KurtIntenCh3,0.14
IntenCoocContrastCh4,DiffIntenDensityCh3,0.14
IntenCoocMaxCh4,IntenCoocMaxCh3,0.14
KurtIntenCh1,EqEllipseOblateVolCh1,0.14
FiberAlign2Ch3,EqEllipseLWRCh1,0.14
SpotFiberCountCh4,IntenCoocMaxCh3,0.14
TotalIntenCh3,SpotFiberCountCh3,0.14
KurtIntenCh1,EqEllipseLWRCh1,0.14
