"","Cell","Case","Class","AngleCh1","AngleStatusCh1","AreaCh1","AreaStatusCh1","AvgIntenCh1","AvgIntenCh2","AvgIntenCh3","AvgIntenCh4","AvgIntenStatusCh1","AvgIntenStatusCh2","AvgIntenStatusCh3","AvgIntenStatusCh4","ConvexHullAreaRatioCh1","ConvexHullAreaRatioStatusCh1","ConvexHullPerimRatioCh1","ConvexHullPerimRatioStatusCh1","DiffIntenDensityCh1","DiffIntenDensityCh3","DiffIntenDensityCh4","DiffIntenDensityStatusCh1","DiffIntenDensityStatusCh3","DiffIntenDensityStatusCh4","EntropyIntenCh1","EntropyIntenCh3","EntropyIntenCh4","EntropyIntenStatusCh1","EntropyIntenStatusCh3","EntropyIntenStatusCh4","EqCircDiamCh1","EqCircDiamStatusCh1","EqEllipseLWRCh1","EqEllipseLWRStatusCh1","EqEllipseOblateVolCh1","EqEllipseOblateVolStatusCh1","EqEllipseProlateVolCh1","EqEllipseProlateVolStatusCh1","EqSphereAreaCh1","EqSphereAreaStatusCh1","EqSphereVolCh1","EqSphereVolStatusCh1","FiberAlign2Ch3","FiberAlign2Ch4","FiberAlign2StatusCh3","FiberAlign2StatusCh4","FiberLengthCh1","FiberLengthStatusCh1","FiberWidthCh1","FiberWidthStatusCh1","IntenCoocASMCh3","IntenCoocASMCh4","IntenCoocASMStatusCh3","IntenCoocASMStatusCh4","IntenCoocContrastCh3","IntenCoocContrastCh4","IntenCoocContrastStatusCh3","IntenCoocContrastStatusCh4","IntenCoocEntropyCh3","IntenCoocEntropyCh4","IntenCoocEntropyStatusCh3","IntenCoocEntropyStatusCh4","IntenCoocMaxCh3","IntenCoocMaxCh4","IntenCoocMaxStatusCh3","IntenCoocMaxStatusCh4","KurtIntenCh1","KurtIntenCh3","KurtIntenCh4","KurtIntenStatusCh1","KurtIntenStatusCh3","KurtIntenStatusCh4","LengthCh1","LengthStatusCh1","MemberAvgAvgIntenStatusCh2","MemberAvgTotalIntenStatusCh2","NeighborAvgDistCh1","NeighborAvgDistStatusCh1","NeighborMinDistCh1","NeighborMinDistStatusCh1","NeighborVarDistCh1","NeighborVarDistStatusCh1","PerimCh1","PerimStatusCh1","ShapeBFRCh1","ShapeBFRStatusCh1","ShapeLWRCh1","ShapeLWRStatusCh1","ShapeP2ACh1","ShapeP2AStatusCh1","SkewIntenCh1","SkewIntenCh3","SkewIntenCh4","SkewIntenStatusCh1","SkewIntenStatusCh3","SkewIntenStatusCh4","SpotFiberCountCh3","SpotFiberCountCh4","SpotFiberCountStatusCh3","SpotFiberCountStatusCh4","TotalIntenCh1","TotalIntenCh2","TotalIntenCh3","TotalIntenCh4","TotalIntenStatusCh1","TotalIntenStatusCh2","TotalIntenStatusCh3","TotalIntenStatusCh4","VarIntenCh1","VarIntenCh3","VarIntenCh4","VarIntenStatusCh1","VarIntenStatusCh3","VarIntenStatusCh4","WidthCh1","WidthStatusCh1","XCentroid","YCentroid"
"30",208393986,"Train","WS",84.3960679089494,0,809,1,31.0414507772021,101.801813471503,40.7383419689119,202.983160621762,0,0,0,0,1.58252730109204,1,0.868440077808542,0,42.7003484320557,26.1512195121951,111.28850174216,0,0,0,6.08185901396079,6.22689988416141,7.28834131783524,0,0,1,32.0983622972698,1,2.89619901489713,0,2985.80679229822,1,1030.93978588494,1,3236.79818594104,1,17315.9868092469,1,0.0113135272104661,0.366651094797027,2,0,82.8272215561163,1,10.1398908412225,0,0.0211012041645125,0.0365631321943436,0,0,7.65325623598629,4.8064046367215,0,0,6.9400261779619,6.36198642162712,0,0,0.124645892351275,0.175582990397805,0,0,-0.13931341498877,0.449481025621881,0.227476745828136,0,0,0,66.9294016596731,1,0,0,249.17773105355,0,28.112847588718,0,110.463133459887,0,185.934224794678,1,0.446275121977651,2,2.4704776635355,0,3.27566789731822,0,0.525299603521831,0.812485422324461,0.991019428082246,0,0,0,6,10,1,0,23964,78591,31450,156703,0,0,0,1,20.4434856535588,34.464277989747,207.727641474353,0,0,0,27.0916845950716,1,331,36
"31",208396095,"Train","PS",167.931045610329,1,439,0,236.229116945107,413.350835322196,130.431980906921,557.732696897375,1,1,0,1,1.05875576036866,0,0.9500952102417,0,97.554002541296,70.4002541296061,289.439644218551,1,0,1,7.9760746018544,5.96496253060052,7.40686307803393,1,0,1,23.6472822997835,0,1.37618992019657,0,822.965768815129,0,598.003049388399,0,1756.75963718821,0,6923.76517890915,0,0.12367997130723,0.378001427270051,2,0,25.0793310322834,0,18.1389486755891,1,0.0915366324608537,0.0245264726865983,0,0,3.24926693793192,7.0959988374346,2,0,5.49107488463561,6.74024985918523,0,0,0.292191435768262,0.135897435897436,0,0,-0.94913036195322,2.49568010743718,-0.795034811977204,0,0,0,30.9608211606368,0,0,0,279.440199652566,1,29.9715757255758,0,108.96735025501,0,86.4365594157451,0,0.629809010857103,0,1.37461620101661,0,1.30693637577297,0,0.417601353615692,1.53469228403011,0.282794347455134,0,0,0,4,3,1,0,98980,173194,54651,233690,1,1,0,1,149.634399360617,150.468836214454,426.984324669246,1,0,1,22.5232476801448,0,211,23
"33",208399812,"Train","WS",53.0550181727627,0,172,0,116.709090909091,398.169696969697,20.2363636363636,43.830303030303,0,1,0,0,1.05523255813953,0,0.963182089126062,0,59.1733333333333,20.1333333333333,43.2133333333333,0,2,0,6.61693590824,1.67933697835818,2.8733708957938,0,2,2,14.8393950486971,0,1.25419265379441,0,194.14651225178,0,154.797998269574,0,691.802721088436,0,1710.98897899915,0,0.702431361487242,0.75515864595132,0,1,13.2580747889798,2,13.2580747889798,0,0.612130204932527,0.389888718227025,1,1,0.239521756522512,1.36074936663852,2,2,1.6092514127612,2.86328199777571,2,2,0.785234899328859,0.630872483221476,1,1,-0.439076022927218,7.51581190926397,2.99643682214911,0,0,0,17.6089720219688,2,0,0,222.853537870625,0,23.3464491806014,0,94.6094150593047,0,53.0322991559191,0,0.639555473085973,0,1.14663172088182,0,1.24137129009916,0,-0.0157142975323769,2.90113181437909,1.94907373896721,2,1,1,0,2,2,0,19257,65698,3339,7232,0,0,0,0,49.0364141975672,53.5113571529691,81.7208570419189,0,0,0,15.3571296705681,0,267,24
"36",208406894,"Train","PS",27.5172591738608,2,170,0,27.4539877300614,1.98773006134969,60.2638036809816,34.4171779141104,0,2,0,0,1.20287769784173,0,0.931120664127284,0,36.0173010380623,49.0346020761246,24.5778546712803,0,0,0,5.69920553120397,6.29465737185446,5.28873166940437,2,0,0,14.7491851242892,0,2.34395832531622,0,260.602093331497,0,111.180344171154,0,683.417233560091,0,1679.97454915123,0,0.735295133790738,0.191186588531708,1,2,23.2328403139992,0,7.83900310055916,0,0.00819796623688969,0.0456676664520473,0,0,13.1153846153846,7.45171951336334,0,0,7.13156476175716,5.98852844616733,0,0,0.0205479452054795,0.198630136986301,2,0,2.13794871344809,3.04042705526219,0.127922467099791,0,0,0,22.019972426536,0,0,0,246.049785014548,0,22.8930769124979,0,99.2311709835065,0,62.1436868291168,0,0.624268991737327,0,1.77165588156416,0,1.68740157234048,0,1.16020634452192,1.52346048895296,0.91816061580496,0,0,0,1,7,0,0,4475,324,9823,5610,0,2,0,0,21.4233409932422,51.39093857021,32.3324023975418,0,0,0,12.4290346989366,0,253,18
"37",208312487,"Train","PS",89.3455699743584,0,431,0,55.4004854368932,60.1189320388349,117.167475728155,186.917475728155,0,0,0,0,1.70028818443804,1,0.85450848448768,0,58.8029689608637,102.287449392713,103.974358974359,0,0,0,6.69331111980789,7.32610928380308,6.73118373616129,0,1,0,23.4489193276163,0,3.52442515392419,1,1284.13747607866,0,364.353737133235,0,1727.410430839,0,6750.98463973777,0,0.3256417538838,0.402815885539771,0,0,63.7097918898145,0,7.13627589168321,0,0.00696929137685437,0.0361471320589245,0,0,12.3214785651794,6.51877734033246,0,0,7.47548389356592,6.30131502394317,1,0,0.0236220472440945,0.181102362204724,2,0,5.73540714309355,4.69890674421367,-0.944403003130998,1,0,0,51.175443387038,1,0,0,279.630715568456,1,32.8258304905191,0,113.418384065787,0,141.692135562995,0,0.407723565455559,2,2.47259789500025,0,3.51399578541802,1,2.22789412085446,2.07246201661129,0.403833904675295,1,0,0,4,6,1,0,22825,24769,48273,77010,0,0,0,0,57.6196290360307,129.964571761098,160.279876531062,0,0,0,20.6970342773963,0,465,26
"38",208314669,"Train","PS",100.847063927457,0,169,0,237.450617283951,449.641975308642,246.728395061728,299.462962962963,1,1,1,1,1.03846153846154,0,0.977512595225671,1,90.5714285714286,124.353741496599,286.891156462585,0,0,1,6.94618063553889,6.13093180456506,5.46766671621851,0,0,0,14.7038726205099,0,1.63877255094595,0,215.900382989653,0,131.745178954229,0,679.224489795919,0,1664.53839644834,0,0.0779030817555735,0.519803941042078,2,0,13.2580747889798,2,13.2580747889798,0,0.0334395061728396,0.0593896412037037,0,0,5.08666666666667,6.6925,0,0,6.08308659093906,5.69958558104581,0,0,0.173333333333333,0.243055555555556,0,0,-0.94174983244056,1.77240016814493,2.65342060601464,0,0,0,19.2553209025378,0,0,0,327.028935622997,1,48.1299379773672,1,135.095769923312,1,53.0322991559191,0,0.730856087891822,1,1.5958058236818,0,1.26340746684648,0,-0.173151255442849,1.06678948544805,1.70497830854101,2,0,1,2,2,0,0,38467,72842,39970,48513,0,0,0,0,106.249186051734,211.129765979621,374.05255026086,1,1,1,12.0662054347642,0,50,14
"42",208341331,"Train","PS",134.354910788929,0,302,0,53.3217993079585,72.6505190311419,120.006920415225,82.1557093425606,0,0,0,0,1.26845093268451,0,0.798453384495922,0,52.8255813953488,100.899224806202,45.9186046511628,0,0,0,6.52044172337668,7.05940738655275,5.44013792216252,0,1,0,19.6391707415909,0,1.429683638897,0,480.49435317082,0,336.084389649672,0,1211.70294784581,0,3966.14018013881,0,0.906451210286674,0.455093265380701,1,0,41.6376293854008,0,7.75988741664093,0,0.0066757303988357,0.0903801973168308,0,0,19.8304982869508,3.46473222335758,1,0,7.50314138838363,5.4386169265952,1,0,0.0229007633587786,0.297709923664122,2,0,-0.526955699667082,-0.871977487828176,-1.18769297278589,0,0,0,29.0047747941748,0,0,0,202.958419930176,0,37.2672291951265,0,76.8251361821909,2,98.7950336040835,0,0.497692031046061,0,1.3821765146893,0,2.40389986708273,0,0.26661350546928,0.14408555734205,0.443478460155375,0,2,0,2,7,0,0,15410,20996,34682,23743,0,0,0,0,31.2133562411214,77.4421982497586,80.7550440448377,0,0,0,20.9848557589583,0,223,15
"43",208384335,"Train","PS",135.46054791675,0,582,0,29.5323741007194,37.3830935251799,56.4460431654676,105.584532374101,0,0,0,0,1.879932829555,1,0.723081089466681,2,40.6065239551478,51.0448521916412,65.9072375127421,0,0,0,6.06539879753602,6.63242896415492,6.08759521070067,0,0,0,27.2402833217012,1,3.70039909985096,1,2062.8042670853,1,557.45453704396,0,2331.16553287982,0,10583.6015975718,0,0.655180223903837,0.541971951230074,0,0,102.146986893199,1,6.11075027150618,2,0.0102121308196033,0.0715383490892119,0,0,13.798036077975,5.16768153289829,0,0,7.38880488793851,5.84946140137653,1,0,0.0692464358452138,0.258655804480652,0,0,1.27921705081415,2.48189258709299,0.11884739402807,0,0,0,66.6122109141215,1,0,0,213.992757274488,0,63.3191221076998,1,77.0853792518168,2,216.515474329411,1,0.375412554983213,2,2.85827076806239,1,5.97647831217137,1,1.08768133961162,1.47936933352058,0.805550034290774,0,0,0,6,13,1,1,16420,20785,31384,58705,0,0,0,0,23.7293801918993,56.9816545842923,104.029456147593,0,0,0,23.3050737034538,0,215,28
"45",208396166,"Train","PS",45.6296661763877,0,374,0,33.6834733893557,169.221288515406,21.3389355742297,65.4173669467787,0,0,0,0,1.17702070808283,0,0.892857944014662,0,40.8841463414634,20.6951219512195,39.6615853658537,0,2,0,6.21299373771225,5.17340077832035,5.12884802138076,0,0,0,21.8277179100937,0,2.32555492471408,0,841.370295318312,0,361.793345053658,0,1496.80952380952,0,5445.32267514265,0,0.675283645146137,0.246195001871336,0,0,37.4843753789495,0,10.4652561092341,0,0.0461484097964986,0.134080976876909,0,0,8.11341940641179,2.53998308282907,0,0,6.18896709172712,4.93364118188962,0,0,0.197568389057751,0.361702127659574,0,0,-0.0174752108197951,0.908203900116081,-0.544722506290716,0,0,0,34.6994144179882,0,0,0,249.54934148431,0,34.5374521484581,0,91.0615835423949,0,95.8992629763672,0,0.623574757831311,0,2.0064404367531,0,1.86559754701267,0,0.741345997413408,1.28172962316453,0.887329465621524,0,0,0,4,8,1,0,12025,60412,7618,23354,0,0,0,0,25.7461880180227,24.8459674286681,77.834609044151,0,0,0,17.2940166986169,0,282,19
"46",208397478,"Train","PS",135.259131790936,0,238,0,34.7587719298246,2.32017543859649,74.4824561403509,145.877192982456,0,2,0,0,1.16872427983539,0,0.782561931635047,2,44.3876543209877,62.7086419753086,73.4938271604938,0,0,0,5.96607427542746,6.60729156473569,6.01823562536114,0,0,0,17.4438220641206,0,1.4151852774247,0,334.988942496431,0,236.710307717467,0,955.945578231293,0,2779.22409494159,0,0.715526501003203,0.565252325030594,0,0,34.3567330517049,0,7.41366134230943,0,0.00828058144308688,0.0405591028918794,0,0,13.8530093157099,6.29639564941717,0,0,7.24766433400665,6.23545004619519,1,0,0.0396039603960396,0.188118811881188,2,0,1.19536140840863,1.04565704543374,-1.38905863246936,0,0,0,24.6203469306169,0,0,0,198.097847274855,0,43.5329780902467,0,84.349011247459,2,83.5407887880287,0,0.535660530521343,0,1.3586412823104,0,2.18041972213897,0,0.992416390073395,1.114061268744,-0.0383908261462211,0,0,2,1,5,0,0,7925,529,16982,33260,0,2,0,0,27.460955732092,60.9428453058058,113.018834042212,0,0,0,18.1213004868728,0,244,141
